place_id,canonical_name,chapter_index,chapter_title,cell_index,matched_aliases,close_reading_url,snippet
walden_pond,Walden Pond,15,14: A Jolt of Recognition,5,Walden; Walden Pond,https://closereading.rahuldave.us/books/125/chapters/6975#cell-5,"...ness of nature, but it also corroborated many of Thoreau’s own observations. While living on Walden Pond, he had tried to discover the “unbroken harmony” of the environment, the “celestial dews” and “depth and purity” of the ponds. “Lying between the earth and heavens,” he wrote, Walden “p..."
walden_pond,Walden Pond,15,14: A Jolt of Recognition,8,Walden,https://closereading.rahuldave.us/books/125/chapters/6975#cell-8,...native seeds to new locations. The question he was trying to answer was one he had asked in *Walden: *“Why do precisely these objects which we behold make a world?” Thoreau wanted to understand how the oak and pine woods surrounding Concord had sprung into existence. Why did this loca...
walden_pond,Walden Pond,15,14: A Jolt of Recognition,15,Walden,https://closereading.rahuldave.us/books/125/chapters/6975#cell-15,"...ted in a style that was not just scientific but something we would now call *Darwinian*. In *Walden, *Thoreau had described a natural world prodigious in death: “I love to see that Nature is so rife with life that myriads can be afforded to be sacrificed and suffered to prey on one an..."
walden_pond,Walden Pond,15,14: A Jolt of Recognition,33,Walden,https://closereading.rahuldave.us/books/125/chapters/6975#cell-33,"...him to determine if Darwin’s theories held true in the natural environs he knew so well. In *Walden *he had precipitously leaped into wishful hypothesizing, drawing from a bank of thawing mud all sorts of conclusions about the human and the divine. The spreadsheets presented something..."
walden_pond,Walden Pond,16,15: Wildfires,36,Walden,https://closereading.rahuldave.us/books/125/chapters/6976#cell-36,"... determine why “precisely these objects which we behold make a world,” as he had written in *Walden.* The passage in the *Origin *also reinforced the idea that such histories were provisional and unpredictable. Each living thing contained the potential for countless actions and reacti..."
walden_pond,Walden Pond,18,17: Moods,16,Walden,https://closereading.rahuldave.us/books/125/chapters/6978#cell-16,"... pausing to observe a war between red and black ants (Louisa’s nod to a similar incident in *Walden*), they come upon a forest fire much like the one Thoreau had recently visited outside Acton. “Many acres were burning,” Louisa wrote, “the air was full of the rush and roar of the vict..."
walden_pond,Walden Pond,22,21: A Cold Shudder,39,Walden,https://closereading.rahuldave.us/books/125/chapters/6982#cell-39,The passage bears a striking resemblance to Thoreau’s description of the “sand foliage” in *Walden. *It shares Thoreau’s desire to find a deep underlying law in the seemingly random occurrences of water and soil. But in Gray’s analogy the unpredictable movement of streams down a hill...
walden_pond,Walden Pond,25,24: In the Transcendental Graveyard,2,Walden Pond,https://closereading.rahuldave.us/books/125/chapters/6985#cell-2,"...to enter the woods. He walked south to Fair Haven Hill, a sloping promontory that overlooked Walden Pond, and counted the rings of trees that had recently been cut for firewood. Since October he had been engaged in this exercise of dendrochronology, visiting one woodlot after another, tryi..."
walden_pond,Walden Pond,25,24: In the Transcendental Graveyard,19,Walden,https://closereading.rahuldave.us/books/125/chapters/6985#cell-19,"... he tried intermittently to venture into the woods, to visit the placid blue-green waters of Walden, to sit outside and absorb the sunlight. More often than not weakness assailed him, and he was forced to turn back. His cough grew worse. Alcott visited his friend and observed that bei..."
walden_pond,Walden Pond,25,24: In the Transcendental Graveyard,20,Walden,https://closereading.rahuldave.us/books/125/chapters/6985#cell-20,"...e* Atlantic.* By the following spring he was a wraith. In March 1862 he wrote an admirer of *Walden,* “I *suppose *that I have not many months to live; but, of course, I know nothing about it. I may add that I am enjoying existence as much as ever, and regret nothing.” A friend, Sam S..."
walden_pond,Walden Pond,25,24: In the Transcendental Graveyard,27,Walden,https://closereading.rahuldave.us/books/125/chapters/6985#cell-27,"...branches just beyond the field of stumps. Then a drop or two struck the brim of his hat. In *Walden *he described a spring day when he had felt unaccountably lonesome in the quiet solitude of the woods. It had begun to rain, and with this change in atmosphere, his perspective had mira..."
walden_pond,Walden Pond,26,Notes,11,Walden,https://closereading.rahuldave.us/books/125/chapters/6986#cell-11,"*HDT:* Henry David Thoreau,* A Week on the Concord and Merrimack Rivers / Walden; or Life in the Woods / The Maine Woods / Cape Cod. *New York: Library of America, 1985."
walden_pond,Walden Pond,26,Notes,178,Walden,https://closereading.rahuldave.us/books/125/chapters/6986#cell-178,"...Thoreau’s arm”](#EndnotePhraseInText145) Kevin MacDonnell, “Collecting Henry David Thoreau,” Walden Woods Project, http://bit.ly/1OLGYEq."
walden_pond,Walden Pond,26,Notes,786,Walden,https://closereading.rahuldave.us/books/125/chapters/6986#cell-786,"———. *A Week on the Concord and Merrimack Rivers / Walden; Or, Life in the Woods / The Maine Woods / Cape Cod*. New York: Library of America, 1985."
walden_pond,Walden Pond,27,Index,203,Walden Pond,https://closereading.rahuldave.us/books/125/chapters/6987#cell-203,"Walden Pond, [45](#pageMap_45), [65](#pageMap_65), [69](#pageMap_69), [137](#pageMap_137)–38, [142](#pageMap_142), [242](#pageMap_242)"
walden_pond,Walden Pond,27,Index,782,Walden,https://closereading.rahuldave.us/books/125/chapters/6987#cell-782,"*Walden,* [5](#pageMap_5), [11](#pageMap_11)–12, [56](#pageMap_56), [62](#pageMap_62), [65](#pageMap_65), [66](#pageMap_66), [71](#pageMap_71), [137](#pageMap_137), [139](#pageMap_139), [141](#..."
walden_pond,Walden Pond,27,Index,783,Walden Pond,https://closereading.rahuldave.us/books/125/chapters/6987#cell-783,"at Walden Pond, [45](#pageMap_45), [65](#pageMap_65), [69](#pageMap_69), [137](#pageMap_137)–38, [142](#pageMap_142), [242](#pageMap_242)"
walden_pond,Walden Pond,27,Index,807,Walden,https://closereading.rahuldave.us/books/125/chapters/6987#cell-807,"*Walden* (Thoreau), [5](#pageMap_5), [11](#pageMap_11)–12, [56](#pageMap_56), [62](#pageMap_62), [65](#pageMap_65), [66](#pageMap_66), [71](#pageMap_71), [137](#pageMap_137), [139](#pageMap_139..."
walden_pond,Walden Pond,27,Index,808,Walden Pond,https://closereading.rahuldave.us/books/125/chapters/6987#cell-808,"Walden Pond, [45](#pageMap_45), [65](#pageMap_65), [69](#pageMap_69), [137](#pageMap_137)–38, [142](#pageMap_142), [242](#pageMap_242)"
down_house,Down House,0,Front Matter,100,Down House,https://closereading.rahuldave.us/books/125/chapters/6960#cell-100,22 At Down House
down_house,Down House,5,4: Word of Mouth,33,Down House,https://closereading.rahuldave.us/books/125/chapters/6965#cell-33,"...ly become one of Darwin’s closest American friends, visiting the scientist numerous times at Down House after the Civil War, but in 1860 he remained uncertain about the new book. The *Origin* stimulated and disturbed him; he read it dutifully but with trepidation. As soon as he passed his..."
down_house,Down House,22,21: A Cold Shudder,2,Down House,https://closereading.rahuldave.us/books/125/chapters/6982#cell-2,"...he path he called the Sand Walk, a trail that skirted a sun-dappled grove near the garden at Down House. He strolled with hands clasped loosely behind his back, head down, pondering."
down_house,Down House,23,22: At Down House,1,Down House,https://closereading.rahuldave.us/books/125/chapters/6983#cell-1,At Down House
down_house,Down House,23,22: At Down House,5,Down House,https://closereading.rahuldave.us/books/125/chapters/6983#cell-5,...xamined Darwin’s garden and sat in the dim study he had fashioned for himself on one side of Down House. They dined together. It is likely that they discussed the topic Darwin had scrupulously left out of the *Origin*—the evolutionary relationship between people and animals. Two years lat...
down_house,Down House,23,22: At Down House,19,Down House,https://closereading.rahuldave.us/books/125/chapters/6983#cell-19,"...al Botanical Gardens, and study sedges from around the world. On weekends the couple visited Down House. Gray found Darwin’s household bustling with extended family and a stream of scientists and writers—even the occasional politician—all of whom wished to speak with the great man. Accord..."
down_house,Down House,26,Notes,540,Down House,https://closereading.rahuldave.us/books/125/chapters/6986#cell-540,Chapter 22: At Down House
emerson_house_concord,Ralph Waldo Emerson House,7,6: A Night at the Lyceum,11,white frame house,https://closereading.rahuldave.us/books/125/chapters/6967#cell-11,"...women were drawn to Emerson’s message of spiritual freedom and social nonconformity, and his white frame house in Concord quickly became their headquarters. But the movement also met with fierce resistance from conservative thinkers. Francis Bowen, Harvard’s professor of religion and moral philo..."
emerson_house_concord,Ralph Waldo Emerson House,7,6: A Night at the Lyceum,23,white clapboard house,https://closereading.rahuldave.us/books/125/chapters/6967#cell-23,"...ginson’s talk. As soon as it was over, he walked with Alcott along the Lexington Road to the white clapboard house that belonged to their mutual friend, Ralph Waldo Emerson. Emerson was gone—his annual lecture tour had taken him to western New York—but the rest of his family was present, as well as ..."
emerson_house_concord,Ralph Waldo Emerson House,8,7: The Nick of Time,5,Emerson family,https://closereading.rahuldave.us/books/125/chapters/6968#cell-5,"...eau to live in his home. Later that decade Thoreau moved in again, this time to care for the Emerson family while the older man traveled through Europe on a speaking tour. For his part, Thoreau identified with Emerson to such a degree that he became the subject of local ridicule. One contempo..."
emerson_house_concord,Ralph Waldo Emerson House,17,16: Discord in Concord,12,Emerson family,https://closereading.rahuldave.us/books/125/chapters/6977#cell-12,"...couraged her to read the new book. Later in the year, at a Thanksgiving dinner hosted by the Emerson family, she and the chemist Charles Jackson (Lidian Emerson’s brother) discussed whether Darwin’s theory was truly original or merely a restatement of older notions of metamorphosis."
sleepy_hollow_cemetery_concord,"Sleepy Hollow Cemetery, Concord",0,Front Matter,102,Transcendental Graveyard,https://closereading.rahuldave.us/books/125/chapters/6960#cell-102,24 In the Transcendental Graveyard
sleepy_hollow_cemetery_concord,"Sleepy Hollow Cemetery, Concord",24,23: The Ghost of John Brown,25,transcendental graveyard,https://closereading.rahuldave.us/books/125/chapters/6984#cell-25,"...es, Sanborn became the self-appointed caretaker of the past, a solitary groundskeeper in the transcendental graveyard. Increasingly referred to as the “last transcendentalist,” he wrote a series of adulatory and often inaccurate reminiscences of the giants of his youth: Emerson, Alcott, Thoreau, Hawtho..."
sleepy_hollow_cemetery_concord,"Sleepy Hollow Cemetery, Concord",25,24: In the Transcendental Graveyard,1,Transcendental Graveyard,https://closereading.rahuldave.us/books/125/chapters/6985#cell-1,In the Transcendental Graveyard
sleepy_hollow_cemetery_concord,"Sleepy Hollow Cemetery, Concord",26,Notes,590,Transcendental Graveyard,https://closereading.rahuldave.us/books/125/chapters/6986#cell-590,Chapter 24: In the Transcendental Graveyard
childrens_aid_society_nyc,"Children's Aid Society, New York",2,1: The Book from Across the Atlantic,3,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6962#cell-3,... before Brace himself embarked on the single greatest creative act of his life: founding the Children’s Aid Society. Brace established a Newsboys’ Lodging House to provide safe accommodations for the filthy army of homeless boys who sold newspapers throughout the city. In 1854 he began the program fo...
childrens_aid_society_nyc,"Children's Aid Society, New York",2,1: The Book from Across the Atlantic,5,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6962#cell-5,"...rowness of my experience.” Thoreau came to Sanborn’s house that night not to learn about the Children’s Aid Society or the immigrant population that made such charities necessary. He came because he had nothing better to do, because it was the first day of 1860, and because he liked to banter with Al..."
childrens_aid_society_nyc,"Children's Aid Society, New York",2,1: The Book from Across the Atlantic,26,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6962#cell-26,...al role in the moral life of humans. It reaffirmed insights he had gained as director of the Children’s Aid Society. And it seemed to offer a solution to the entrenched problems of race and slavery.
childrens_aid_society_nyc,"Children's Aid Society, New York",5,4: Word of Mouth,19,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6965#cell-19,"...ed, the suffering of Five Points might one day be alleviated. To this end, Brace founded the Children’s Aid Society in 1853 to help “the destitute children of New York . . . by forming lodging houses and reading-rooms for children.” The plan was to get children off the street, to provide an education..."
childrens_aid_society_nyc,"Children's Aid Society, New York",14,13: Tree of Life,13,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6974#cell-13,"Earlier that year a visitor had appeared at the office of the Children’s Aid Society: a wizened black boy, solemn and shy. Brace sat the child down and learned that his name was Edward. That his parents were drunkards. That he had worked odd jobs in a soap factory, had ..."
childrens_aid_society_nyc,"Children's Aid Society, New York",17,16: Discord in Concord,8,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6977#cell-8,"...te February at New York’s Cooper Union, which stood a block away from Charles Loring Brace’s Children’s Aid Society. A Westerner from humble origins, a melancholy autodidact, Lincoln’s provincial manners concealed a shrewd strategist who grasped that the only way to win the general election was to ex..."
childrens_aid_society_nyc,"Children's Aid Society, New York",23,22: At Down House,15,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6983#cell-15,"In July 1872 Brace took a well-deserved vacation from the Children’s Aid Society and traveled abroad. He stopped in England to visit the man who had transformed his intellectual life a dozen years earlier. “I am at Darwin’s with Mrs. Brace for the night,” he wrote a..."
childrens_aid_society_nyc,"Children's Aid Society, New York",26,Notes,6,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6986#cell-6,"**NYHS: **The Victor Remer Historical Archives of the Children’s Aid Society, New-York Historical Society"
childrens_aid_society_nyc,"Children's Aid Society, New York",26,Notes,98,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6986#cell-98,"[“the innocent victim”](#EndnotePhraseInText68) CLB, “Children’s Aid Society Seventh Annual Report,” 3, NYHS."
childrens_aid_society_nyc,"Children's Aid Society, New York",26,Notes,643,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6986#cell-643,"Brace, Charles Loring. “Diary 1853–55.” Children’s Aid Society Archive, New-York Historical Society, 55 1853."
childrens_aid_society_nyc,"Children's Aid Society, New York",26,Notes,644,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6986#cell-644,"———. *Children’s Aid Society Seventh Annual Report,* 1860."
childrens_aid_society_nyc,"Children's Aid Society, New York",27,Index,132,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6987#cell-132,"Children’s Aid Society of, [4](#pageMap_4), [5](#pageMap_5), [11](#pageMap_11), [35](#pageMap_35), [131](#pageMap_131)–32, [163](#pageMap_163), [224](#pageMap_224)"
childrens_aid_society_nyc,"Children's Aid Society, New York",27,Index,178,Children’s Aid Society,https://closereading.rahuldave.us/books/125/chapters/6987#cell-178,"Children’s Aid Society, [4](#pageMap_4), [5](#pageMap_5), [11](#pageMap_11), [35](#pageMap_35), [131](#pageMap_131)–32, [163](#pageMap_163), [224](#pageMap_224)"
asa_gray_house,Asa Gray House / Harvard botany setting,3,2: Gray’s Botany,3,Botanical Gardens; herbarium,https://closereading.rahuldave.us/books/125/chapters/6963#cell-3,"...cheese and apples, stopping now and then to sketch a plant or gather a specimen for his vast herbarium. His mental stamina was even more impressive. At Harvard he routinely put in sixteen-hour days, chairing countless committees, meeting with students, pledging to write more books and ar..."
asa_gray_house,Asa Gray House / Harvard botany setting,4,"3: Beetles, Birds, Theories",20,herbarium,https://closereading.rahuldave.us/books/125/chapters/6964#cell-20,"...his time they lunched with Joseph Hooker at the Royal Botanic Gardens at Kew, the celebrated herbarium created by Hooker’s father, Sir William. In the interim Gray had married a Boston woman, Jane Loring, who accompanied him on this trip and recorded her impression that Darwin was a “liv..."
asa_gray_house,Asa Gray House / Harvard botany setting,8,7: The Nick of Time,29,herbarium,https://closereading.rahuldave.us/books/125/chapters/6968#cell-29,...d to his deceased father. He used this volume to press plants and flowers for his burgeoning herbarium.
asa_gray_house,Asa Gray House / Harvard botany setting,10,9: Agassiz,9,botanical gardens; herbarium,https://closereading.rahuldave.us/books/125/chapters/6970#cell-9,"...ed to direct Harvard’s new Lawrence Scientific School, Agassiz paid regular visits to Gray’s botanical gardens, perusing his colleague’s herbarium while he puffed on his ubiquitous cigar. He is “a good genial fellow,” Gray repeated a year or so later—but this time he hinted at troubles to come. ..."
asa_gray_house,Asa Gray House / Harvard botany setting,12,11: A Spirited Conflict,17,herbarium,https://closereading.rahuldave.us/books/125/chapters/6972#cell-17,"...ng to the construction of plausible hypotheses, to sound conclusions. The cabinets of Gray’s herbarium—stuffed with tens of thousands of dried plants, each neatly labeled, each examined beneath his microscope and studied for affinities and slight variations—were the repositories of facts..."
asa_gray_house,Asa Gray House / Harvard botany setting,23,22: At Down House,19,Botanical Gardens,https://closereading.rahuldave.us/books/125/chapters/6983#cell-19,"... he could breakfast with his old friend, Joseph Dalton Hooker, now the director of the Royal Botanical Gardens, and study sedges from around the world. On weekends the couple visited Down House. Gray found Darwin’s household bustling with extended family and a stream of scientists and writers—ev..."
asa_gray_house,Asa Gray House / Harvard botany setting,23,22: At Down House,20,herbarium,https://closereading.rahuldave.us/books/125/chapters/6983#cell-20,"... all that time he had worked tirelessly to elevate American science, to expand the college’s herbarium and develop its science curriculum. He had written dozens and dozens of articles and numerous monographs. He continued this work throughout the Civil War and the unimaginable carnage th..."
asa_gray_house,Asa Gray House / Harvard botany setting,25,24: In the Transcendental Graveyard,33,Herbarium,https://closereading.rahuldave.us/books/125/chapters/6985#cell-33,"...d archives that granted permission to quote and use images—*Harvard’s Houghton Library, Gray Herbarium, Ernst Mayer Library of the Museum of Comparative Zoology, and Countway Library of Medicine; the Concord Free Public Library; the New York Historical Society; the spectacular Berg Colle..."
asa_gray_house,Asa Gray House / Harvard botany setting,26,Notes,2,Herbarium,https://closereading.rahuldave.us/books/125/chapters/6986#cell-2,"**GH: **Gray Herbarium, Harvard University"
middlesex_agricultural_society,Middlesex Agricultural Society fair and exhibition hall,5,4: Word of Mouth,8,exhibition hall,https://closereading.rahuldave.us/books/125/chapters/6965#cell-8,"...chilly as the gallery of a Roman palace in February,” prompting the small group to leave the exhibition hall and to walk “down into Wyman’s working-room . . . round the fire.” Wyman’s office smelled of formaldehyde. It was cluttered with bones and human skulls. (He also taught in Harvard’s med..."
middlesex_agricultural_society,Middlesex Agricultural Society fair and exhibition hall,9,8: Bones of Contention,5,exhibition hall,https://closereading.rahuldave.us/books/125/chapters/6969#cell-5,"...Chaillu stayed at the Five Points Mission (he was practically destitute) and opened a modest exhibition hall on Broadway, where he displayed spears and shields from various tribes within the African interior and brightly colored birds he had shot in equatorial jungles. “But the guardian genius..."
middlesex_agricultural_society,Middlesex Agricultural Society fair and exhibition hall,9,8: Bones of Contention,7,exhibition hall,https://closereading.rahuldave.us/books/125/chapters/6969#cell-7,"While in du Chaillu’s exhibition hall, Wyman did what every anatomist of his generation would have done: he measured the volume of each creature’s skull. The process was simple; one loaded an empty skull with shot, sand, or..."
middlesex_agricultural_society,Middlesex Agricultural Society fair and exhibition hall,10,9: Agassiz,3,exhibition hall,https://closereading.rahuldave.us/books/125/chapters/6970#cell-3,"...f animal, Agassiz explained, “to which we ourselves belong.” Although not yet completed, the exhibition hall would eventually culminate in a display “of men, skulls, skeletons, &c., for the study of the human races.”"
middlesex_agricultural_society,Middlesex Agricultural Society fair and exhibition hall,20,19: The Succession of Forest Trees,3,exhibition hall; fairgrounds,https://closereading.rahuldave.us/books/125/chapters/6980#cell-3,"... The skies were purple with storm clouds, and a silvery rain slanted off and on, dousing the fairgrounds. In an effort to stay dry, people crowded into the exhibition hall, which was “ornamented by suspending carpeting from the upper part of the building.” By two o’clock the weather had cl..."
middlesex_agricultural_society,Middlesex Agricultural Society fair and exhibition hall,20,19: The Succession of Forest Trees,7,Agricultural Fair,https://closereading.rahuldave.us/books/125/chapters/6980#cell-7,"...rescience as well as to the environmentalism he helped inspire. But when he announced at the Agricultural Fair that oak forests were planted by animals, he was saying something entirely new. “On the 24th of September, in ’57, as I was paddling down the Assabet . . . I saw a red squirrel,” he rep..."
middlesex_agricultural_society,Middlesex Agricultural Society fair and exhibition hall,20,19: The Succession of Forest Trees,10,Agricultural Fair,https://closereading.rahuldave.us/books/125/chapters/6980#cell-10,"...uchstone is the seed: an emblem of renewal and vitality. Standing before the audience at the Agricultural Fair, Thoreau announced that he had found some “long extinct plants” growing in the ruins of a cellar. “Though I do not believe that a plant will spring up where no seed has been,” he said, ..."
middlesex_agricultural_society,Middlesex Agricultural Society fair and exhibition hall,27,Index,29,Agricultural Fair,https://closereading.rahuldave.us/books/125/chapters/6987#cell-29,"Agricultural Fair, [190](#pageMap_190)–91, [192](#pageMap_192), [194](#pageMap_194)"
middlesex_agricultural_society,Middlesex Agricultural Society fair and exhibition hall,27,Index,198,Agricultural Fair,https://closereading.rahuldave.us/books/125/chapters/6987#cell-198,"Agricultural Fair in, [190](#pageMap_190)–91, [192](#pageMap_192), [194](#pageMap_194)"
middlesex_agricultural_society,Middlesex Agricultural Society fair and exhibition hall,27,Index,501,Middlesex Agricultural Society,https://closereading.rahuldave.us/books/125/chapters/6987#cell-501,"Middlesex Agricultural Society, [190](#pageMap_190)–91, [192](#pageMap_192), [194](#pageMap_194)"
temple_school_boston,"Temple School, Boston",7,6: A Night at the Lyceum,7,Temple School,https://closereading.rahuldave.us/books/125/chapters/6967#cell-7,"In 1834, the same year he met Emerson, Alcott opened the famous Temple School in Boston, a small academy that drew thirty students from the city’s wealthier families. He filled his school with busts of Plato, Shakespeare, and Jesus. When his pupils asked question..."
temple_school_boston,"Temple School, Boston",7,6: A Night at the Lyceum,14,Temple School,https://closereading.rahuldave.us/books/125/chapters/6967#cell-14,"...terest by the transcendentalists and with outrage by practically everyone else. Visiting the Temple School on her trip through America, the British author Harriet Martineau sniffed that Alcott “presupposes his little pupils possessed of all truth; and that his business is to bring it out int..."
temple_school_boston,"Temple School, Boston",19,18: Meditations in a Garden,8,Temple School,https://closereading.rahuldave.us/books/125/chapters/6979#cell-8,"...eat or speak. Something similar had happened in the 1830s, when he was forced to shutter the Temple School. He had been struck by lethargy, sickened in the soul."
temple_school_boston,"Temple School, Boston",27,Index,48,Temple School,https://closereading.rahuldave.us/books/125/chapters/6987#cell-48,"Temple School of, [52](#pageMap_52)–53, [55](#pageMap_55), [184](#pageMap_184)"
temple_school_boston,"Temple School, Boston",27,Index,756,Temple School,https://closereading.rahuldave.us/books/125/chapters/6987#cell-756,"Temple School, [52](#pageMap_52)–53, [55](#pageMap_55), [184](#pageMap_184)"
concord_library,Concord library,2,1: The Book from Across the Atlantic,27,Concord Library,https://closereading.rahuldave.us/books/125/chapters/6962#cell-27,"...hen pirated editions of the book became available in New England, he secured a copy from the Concord Library and began taking copious notes. He worked his way through its examples and premises and began to apply them to his own research in the forests of his native Massachusetts. Five years ea..."
concord_library,Concord library,7,6: A Night at the Lyceum,38,library book,https://closereading.rahuldave.us/books/125/chapters/6967#cell-38,"...e of things than other men are acquainted with” did in fact exist. But now he remembered the library book he had checked out earlier that day. It sat on the desk in his third-floor attic room, its spine unopened, its pages uncut. It dealt with facts and observations, not abstractions, and i..."
concord_library,Concord library,17,16: Discord in Concord,13,Concord Library,https://closereading.rahuldave.us/books/125/chapters/6977#cell-13,"... Thoreau.” Ripley may have either read the same copy that Thoreau had, borrowing it from the Concord Library, or been provided with a copy of her own by Sanborn. According to her son-in-law, James B. Thayer, “Mr. Sanborn, Mr. Channing, and other friends kept her largely supplied with the new b..."
sanborn_private_school,Franklin Sanborn's private school in Concord,2,1: The Book from Across the Atlantic,2,small private academy,https://closereading.rahuldave.us/books/125/chapters/6962#cell-2,"The house on Sudbury Road belonged to Franklin Benjamin Sanborn, the schoolmaster of a small private academy in Concord, Massachusetts. It was sizable, but then so was Sanborn—so tall and lanky that a Concord farmer once referred to his legs as “God Almighty’s tongs” when he strode across the ..."
sanborn_private_school,Franklin Sanborn's private school in Concord,6,5: Making a Stir,5,private school in Concord,https://closereading.rahuldave.us/books/125/chapters/6966#cell-5,"...ints.” Emerson apparently considered these sufficient qualifications to invite him to open a private school in Concord. Sanborn’s students soon included the transcendentalist’s children, as well as those of Henry James, Sr., Horace Mann, and in the summer of 1860, Nathaniel Hawthorne. Years later Julian..."
sanborn_private_school,Franklin Sanborn's private school in Concord,13,12: Into the Vortex,19,his academy,https://closereading.rahuldave.us/books/125/chapters/6973#cell-19,"...rs, Sarah and Anne, were aged sixteen and thirteen, and Sanborn had persuaded them to attend his academy. “They are bright girls,” he wrote, “though of course unused to the ways of society.” Henry David Thoreau’s mother and sister hosted a welcoming party for the girls, and before long the..."
hillside_chapel,Hillside Chapel,24,23: The Ghost of John Brown,16,Hillside Chapel,https://closereading.rahuldave.us/books/125/chapters/6984#cell-16,"...ol was an instant success. So many students signed up for the first series of courses that a Hillside Chapel was constructed the following year on the slope behind Orchard House. (Louisa contributed much of the endowment to erect the new building.) Modeled on Plato’s Academy, the school conven..."
hillside_chapel,Hillside Chapel,24,23: The Ghost of John Brown,20,Hillside Chapel,https://closereading.rahuldave.us/books/125/chapters/6984#cell-20,"...saw the printing and publication of lectures, and even helped direct the construction of the Hillside Chapel. As a member of the school’s faculty, he lectured on Greek oracles and Latin poetry. Typically he was the person who concluded the session by reading from Thoreau’s manuscripts."
hillside_chapel,Hillside Chapel,27,Index,406,Hillside Chapel,https://closereading.rahuldave.us/books/125/chapters/6987#cell-406,"Hillside Chapel, [236](#pageMap_236), [237](#pageMap_237)"
boston_court_house,Boston Court House,7,6: A Night at the Lyceum,15,Boston Court House,https://closereading.rahuldave.us/books/125/chapters/6967#cell-15,"...ps rifles in their guerrilla war with pro-slavery forces, and had led an assault against the Boston Court House in an effort to free an escaped slave who had been arrested under the Fugitive Slave Act."
boston_court_house,Boston Court House,17,16: Discord in Concord,41,Boston Court House,https://closereading.rahuldave.us/books/125/chapters/6977#cell-41,"The next day Sanborn was taken to the Boston Court House, where Judge Lemuel Shaw, the chief justice of the Massachusetts Supreme Court (and Herman Melville’s father-in-law), listened to his case. Among those who attended the hearing were the..."
boston_wharf,Boston Wharf,3,2: Gray’s Botany,2,the Boston Wharf,https://closereading.rahuldave.us/books/125/chapters/6963#cell-2,"...another three weeks for the book to cross the wintry, storm-tossed Atlantic and to arrive at the Boston Wharf. When it at last appeared on Gray’s desk, it was accompanied by a note from the author that included a plaintive request: “If ever you do read it & can screw out the time to send me . ...."
emerson_woodlot_walden,Emerson's woodlot near Walden Pond,8,7: The Nick of Time,7,parcel of land Emerson owned,https://closereading.rahuldave.us/books/125/chapters/6968#cell-7,"... an antidote to America’s rampant materialism. Prompted by the statement, Thoreau moved to a parcel of land Emerson owned near Walden Pond. In the most celebrated act of his career, he built a rough-hewn shack seventy yards from the shore and commenced his famous experiment to “live deep and suck out all t..."
parker_house_boston,Parker House hotel / Saturday Club dining room,5,4: Word of Mouth,5,Parker House hotel; Saturday Club; School Street; second-floor dining room,https://closereading.rahuldave.us/books/125/chapters/6965#cell-5,"Nowhere was that intellectual culture better represented than by the Saturday Club, a group of literary men and scientists who met informally in the second-floor dining room of the Parker House hotel on School Street. The club, notable for “having no constitution or b..."
parker_house_boston,Parker House hotel / Saturday Club dining room,13,12: Into the Vortex,24,Saturday Club,https://closereading.rahuldave.us/books/125/chapters/6973#cell-24,"...siz, since the Swiss naturalist was a friend of Bronson’s and the two men regularly dined at Saturday Club meetings. (Later that summer another one of Louisa’s stories would share space in the *Atlantic *with Gray’s essay on Darwinism.) But beyond all these connections she would have been in..."
parker_house_boston,Parker House hotel / Saturday Club dining room,16,15: Wildfires,2,Saturday Club,https://closereading.rahuldave.us/books/125/chapters/6976#cell-2,"...pointed to learn of Emerson’s high opinion of *On the Origin of Species. *That spring at the Saturday Club, Louis Agassiz broached the topic of Darwin’s book with Emerson, who apparently had already read portions of the *Origin *sometime after returning from his winter lecture tour. Most lik..."
parker_house_boston,Parker House hotel / Saturday Club dining room,16,15: Wildfires,6,Saturday Club,https://closereading.rahuldave.us/books/125/chapters/6976#cell-6,"... and void. This was one of the reasons he preferred discussing the topic with members of the Saturday Club, who were far more sympathetic to his ideas and who were also more likely to shape public opinion about Darwinian theory than a handful of scientific specialists."
parker_house_boston,Parker House hotel / Saturday Club dining room,16,15: Wildfires,13,Saturday Club,https://closereading.rahuldave.us/books/125/chapters/6976#cell-13,"Bronson Alcott attended this meeting of the Saturday Club, and although he remained mute on the topic in his journal, he instinctively sided with Agassiz. Interested in new ideas, Alcott was not deaf to the melody of Darwin’s thinking; he just..."
